timestamp,open,high,low,close,volume
2025-08-26 00:00:00,4778.10916071381,4381.626176071471,4381.626176071471,4381.626176071471,48217069690.885376
2025-08-27 00:00:00,4381.626176071471,4602.369685333965,4602.369685333965,4602.369685333965,35263906282.176544
2025-08-28 00:00:00,4602.369685333965,4500.1451479982325,4500.1451479982325,4500.1451479982325,35898825608.295586
2025-08-29 00:00:00,4500.1451479982325,4507.560431032719,4507.560431032719,4507.560431032719,29189873860.227936
2025-08-30 00:00:00,4507.560431032719,4364.358521430426,4364.358521430426,4364.358521430426,38006835596.328514
2025-08-31 00:00:00,4364.358521430426,4373.360357620914,4373.360357620914,4373.360357620914,19199178188.100254
2025-09-01 00:00:00,4373.360357620914,4388.931464519364,4388.931464519364,4388.931464519364,22269795530.723904
2025-09-02 00:00:00,4388.931464519364,4303.202222745541,4303.202222745541,4303.202222745541,31725195638.84437
2025-09-03 00:00:00,4303.202222745541,4325.856306225941,4325.856306225941,4325.856306225941,32990260980.341236
2025-09-04 00:00:00,4325.856306225941,4449.8670977283255,4449.8670977283255,4449.8670977283255,30818352470.84173
2025-09-05 00:00:00,4449.8670977283255,4298.094660544595,4298.094660544595,4298.094660544595,29893273380.076374
2025-09-06 00:00:00,4298.094660544595,4306.613513100346,4306.613513100346,4306.613513100346,37950930494.82325
2025-09-07 00:00:00,4306.613513100346,4273.110024157841,4273.110024157841,4273.110024157841,14497961323.191992
2025-09-08 00:00:00,4273.110024157841,4304.032421076036,4304.032421076036,4304.032421076036,14920604279.616674
2025-09-09 00:00:00,4304.032421076036,4309.685702772004,4309.685702772004,4309.685702772004,26393884729.75394
2025-09-10 00:00:00,4309.685702772004,4309.342746120013,4309.342746120013,4309.342746120013,28408982228.170376
2025-09-11 00:00:00,4309.342746120013,4347.476803670656,4347.476803670656,4347.476803670656,34848418445.62599
2025-09-12 00:00:00,4347.476803670656,4459.31901599882,4459.31901599882,4459.31901599882,33593064568.960487
2025-09-13 00:00:00,4459.31901599882,4708.841744149995,4708.841744149995,4708.841744149995,39138140052.58744
