trade_start,tv_symbol,coin_id,side,entry_price,sl,tp1,tp2,exit_time,exit_price,exit_reason,profit_pct,duration_seconds
2025-10-24 07:59:43,DOGEUSDT,dogecoin,BUY,0.196631,0.196631,0.196631,0.196631,2025-10-24 07:59:44,0.196631,TP2,0.00,0
2025-10-24 07:59:43,ETHUSDT,ethereum,BUY,3947.67,3947.67,3947.67,3947.67,2025-10-24 07:59:44,3947.67,TP2,0.00,0
